Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Date added,Downloadable,Files,Ship downloadable,Inventory tracking,Free shipping,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Short description,Status,Popularity,Max quantity,Quantity step,List qty count,Out of stock actions,Promo text,Product URL,Image URL,Detailed image URL,Items in box,Box size,Usergroup IDs,Available since,Product availability,Options type,Exceptions type,Store,Attachments,Variation group code,Variation group id,Variation parent product id,Variation sub group id,Variation set as default,Discussion
"S1A1","ja","100","GLOCAL便///湘南サテライト///洋食セット","1813.00","1813.00","0.000","20","","0.00","28 Feb 2022 00:00:00","N","","N","B","N","P","","exim/backup/images/1ブイヤーベース用スープ_xre6-no.jpg#{[ja]:;}","ブイヤーベースセット (2人前)","<p>セット内容はブイヤーベース用スープ（濃縮タイプ）、ブイヤーベースセット（魚介類）、葉山バケットです。</p><p><br></p><p>逗子市「スズキヤ」と石井食品が共同開発した「ブイヤーベースの素」。<br>魚介エキスを使わず、具材そのものの旨味を活かすスープは、香味野菜のうまみを引き出して作っています。<br>味の決め手に「サフラン」を使用し、本格的な香りと味わいをお楽しみいただけます。</p><p><strong>調理方法</strong></p><p>1．厚手の鍋に油を熱し、貝類、海老を入れて軽く炒めます。</p><p>2．水240mlとスープの素を入れて、沸騰したら残りの魚介を入れます。</p><p>3．弱火で5～6分煮込んで出来上がります。</p><p><br></p><p><strong>ブイヤーベースセット</strong><strong>（魚介）</strong></p><ul><li>原材料：真鯛、あさり、するめいか、ムール貝、赤えび、パセリ、(一部にえび・いかを含む)&nbsp;</li><li>栄養成分表示1食当り(推定値) ：熱量436kcal、 たんばく質71.0g、脂質22.7g、炭水化物0.9g、食塩相当量2.8g</li></ul><p><strong><br></strong></p><p><strong>ブイヤーベースのスープ</strong></p><ul><li>原材料名：トマトペースト（ポルトガル製造），たまねぎ、白ワイン、砂糖、にんにく、オリーブオイル、食塩、コショウ、ローレルパウダー、サフランパウダー　</li><li>内容量：240g　</li><li>保存方法：直射日光や高温多湿な場所を避けて保存</li><li>栄養成分表示：エネルギー126kcal、タンパク質2.2g、脂質4.3g、炭水化物19.9g、食塩相当量3.2g、カリウム529g、リン53g</li></ul><p><br></p><p><b>葉山ブレッド</b></p><ul><li>原材料：小麦粉(国内製造)、食塩、発酵小麦粉、パン酵母/ 乳化剤、V.C、酵素、(一部に小麦・大豆を含む) (本品は同じ設備で、卵、乳を含む製品を製造してい ます。)</li><li>栄養成分表示: 100gあたり (推定値) 熱量 216kcal、 たんぱく質6.6g、脂質1.0g、 炭水化物42.6g、 食塩相当量1.1g</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p>","","","","","","","","GLOCAL便///タグ///カテゴリー///魚介; GLOCAL便///タグ///SHOP///ススギヤ","","A","612","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=100","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/1%E3%83%96%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%99%E3%83%BC%E3%82%B9%E7%94%A8%E3%82%B9%E3%83%BC%E3%83%97_xre6-no.jpg.jpg","https://ec-glocal.biz/images/detailed/8/1ブイヤーベース用スープ_xre6-no.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1A2","ja","101","GLOCAL便///湘南サテライト///洋食セット","1918.00","1918.00","0.000","30","","0.00","27 Feb 2022 00:00:00","N","","N","","N","","","exim/backup/images/Set.jpg#{[ja]:;}","スズキヤハンバーグセット（2人前）","<p>セット内容はスズキヤハンバーグ（プレーン）x2袋、ドミグラスソース x2袋、カットレタス（キューピー）、ドレッシングチルドレ x2袋、こだわりのポテトサラダ（中）、サトウのご飯新潟コシヒカリ200g x2袋 です。</p><h4>調理方法</h4><h5>湯せんの場合</h5><p>1)袋のまま熱湯で約10分間湯煎してください。（冷凍の場合は約15分間）<br>2)商品を皿に盛り、一緒に温めたデミグラスソースをかけてお召し上がりください。</p><h5>電子レンジの場合（500W時）</h5><p>1)商品を皿に盛りラップをし約2分30秒<br>＊機種により多少調理時間が異なります。<br>＊袋のままレンジで温めないでください。</p><p><br></p><h4>チルドハンバーグステーキ</h4><h5>(プレーンハンバーグ)加熱食肉製品（加熱後包装）</h5><ul><li>原材料名：牛肉（国産）、豚肉（国産）、玉葱（国産）、パン粉、鶏卵、食塩、香辛料（一部に牛肉、豚肉、小麦、卵を含む）</li><li>内容量：120g</li><li>栄養成分表示（100g当り・推定値）：エネルギー258kcal、たんぱく質16.2g、脂質18.9g、炭水化物6.2g、食塩相当量0.94g</li><li>保存方法：冷蔵10℃以下</li></ul><p><br></p><h4>デミグラスソース</h4><ul><li>名称： そうざい</li><li>原材料名：ビーフブイヨン、トマトケチャップ、赤ワイン、小麦粉、みりん、糖類、チキンエキス、動植物油、野菜エキス、植物炭水分解物、酵母エキス、食塩、香辛料（原材料の一部に小麦、大豆を含む）</li><li>内容量：30g</li><li>保存方法：要冷蔵（10℃以下）</li></ul><p><br></p><h4>カットレタス</h4><ul><li>名称：サラダ（パッケージサラダ）</li><li>原材料名：レタス（長野県）</li><li>内容量：60g</li><li>保存方法：冷蔵1℃～10℃</li><li>栄養成分表示 1袋（60g）当たりこの表示値は目安です：エネルギー7kcal、たんぱく質0.4g、脂質0.1g、炭水化物1.7g、食塩相当量0.003g</li></ul><p><br></p><h4>こだわりのポテトサラダ（中）</h4><ul><li>名称：そうざい&nbsp;</li><li>内容量：1個</li><li>栄養成分表示（1包装当り・推定値））熱量360kcal、たんぱく質2.5g、脂質25.1g、炭水化物29.6g、食塩相当量1.3g</li><li>保存方法：1～10℃&nbsp;</li></ul><p><br></p><h4>サトウのご飯200g</h4><ul><li><span class=""a-list-item"">内容量:200g</span></li><li><span class=""a-list-item"">原材料: うるち米(国内産)</span></li><li><span class=""a-list-item"">冷蔵不要</span></li><li><span class=""a-list-item"">要加熱</span></li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p>","","","","","","","(グローカル便) ドレッシング選択1つ目: SG[和風,シーザーサラダ,おろし玉ねぎ,イタリアン,焙煎ごま,レモン]///missing_variants_handling=M///multiupload=N///required=N///status=A; (グローカル便) ドレッシング選択2つ目: SG[和風,シーザーサラダ,おろし玉ねぎ,イタリアン,焙煎ごま,レモン]///missing_variants_handling=M///multiupload=N///required=N///status=A","GLOCAL便///タグ///SHOP///ススギヤ","","A","332","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=101","https://ec-glocal.biz/images/thumbnails/250/166/detailed/9/Set.jpg.jpg","https://ec-glocal.biz/images/detailed/9/Set.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1E1","ja","126","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","702.00","702.00","0.000","30","","0.00","21 Jan 2022 00:00:00","N","","N","","N","P","","exim/backup/images/1たこせんべい_p95i-8z.jpg#{[ja]:;}","湘南名物 江の島タコせんべい","<p>袋を開けると湘南海岸の薫りがいっぱいに広がります。湘南ちがさき屋の大ベストセラーは、味も風味も格別です。</p><ul><li>内容量：2枚×10袋入り</li><li>成分：澱粉（国内製造）、いか、たこ植物油脂、砂糖、食塩、みりん、発酵調味料、たんばく加水分解（大豆在含花）、唐辛子、摇油(小麦・大豆を含む)、デキストリンかつおエキス、酵母エキス加工でんぶん、調味料（アミノ酸等）甘味料（ステビア、カンゾウ）、乳化剤</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///AREA///湘南名物","","A","52","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=126","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/1%E3%81%9F%E3%81%93%E3%81%9B%E3%82%93%E3%81%B9%E3%81%84_p95i-8z.jpg.jpg","https://ec-glocal.biz/images/detailed/8/1たこせんべい_p95i-8z.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1C5","ja","147","GLOCAL便///湘南サテライト///スープ・サラダセット","615.00","615.00","0.000","32","","0.00","10 Feb 2022 00:00:00","N","","N","B","N","P","","exim/backup/images/0Set-copy-1.jpg#{[ja]:;}","サラダセット（2人前）","<p>2人前のサラダセットです。</p><p>セット内容は125gのキャベツのサラダ（キューピー）、5種のミックスビーンズ、使い切りトマト（赤）、20mlドレッシングｘ2袋です。</p><h4>キャベツのサラダ</h4><ul><li>原材料名：キャベツ、ロメインレタス、紫玉ねぎ、グリーンリーフレタス、ピーマン、レッドキャベツ、パプリカ赤、トレビス、パプリカ黄</li><li>栄養成分表示1袋(125g)当たり：エネルギー 30kcal、たんぱく質 1.6g、脂質0.2g、炭水化物6.5g、食塩相当量0.02g</li></ul><h4>サラダに5種のミックスビーンズ</h4><ul><li>内容量：70g</li><li>原材料：大豆（北海道産、遺伝子組換えでない）、青えんどう、ひよこ豆、赤いんげん（アメリカ）黒大豆（北海道産、遺伝子組換えでない）、食塩、醸造酢／クエン酸鉄ナトリウム</li><li>栄養成分表示（1袋70gあたり）：エネルギー138kcal、炭水化物 17.6g、たんぱく質11.3g、糖質11.5g、脂質3.8g、食物繊維6.2g、 食塩相当量0.5g、イソフラボン51mg</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p>","","","","","","","(グローカル便) ドレッシング選択1つ目: SG[和風,シーザーサラダ,おろし玉ねぎ,イタリアン,焙煎ごま,レモン]///missing_variants_handling=M///multiupload=N///required=N///status=A; (グローカル便) ドレッシング選択2つ目: SG[和風,シーザーサラダ,おろし玉ねぎ,イタリアン,焙煎ごま,レモン]///missing_variants_handling=M///multiupload=N///required=N///status=A","GLOCAL便///タグ///カテゴリー///朝食","","A","184","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=147","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/0Set-copy-1.jpg.jpg","https://ec-glocal.biz/images/detailed/8/0Set-copy-1.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1C8","ja","146","GLOCAL便///湘南サテライト///スープ・サラダセット","537.00","537.00","0.000","30","","0.00","07 Feb 2022 00:00:00","N","","N","B","N","P","","exim/backup/images/suzukiya_セレクトフレッシュフルーツ_tev7-uh.jpg#{[ja]:;}","モーニングフルーツセット","<p>モーニングフルーツセットです。</p><p>バナナ（エクアドル）、リンゴ（岩手）オレンジ（アメリカ）、キウイフルーツ（群馬）・一部にリンゴ、オレンジ、キウイフルーツを含む。</p><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///朝食","","A","107","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=146","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/suzukiya_%E3%82%BB%E3%83%AC%E3%82%AF%E3%83%88%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84_tev7-uh.jpg.jpg","https://ec-glocal.biz/images/detailed/8/suzukiya_セレクトフレッシュフルーツ_tev7-uh.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1C7","ja","145","GLOCAL便///湘南サテライト///スープ・サラダセット","622.00","622.00","0.000","30","","0.00","08 Feb 2022 00:00:00","N","","N","","N","P","","exim/backup/images/0Set1_8kxl-87.jpg#{[ja]:;}","ヨーグルトセット砂糖不使用(2人前)","<p>セット内容はダノンoikos脂肪０砂糖不使用ｘ2個、プレミアムバナナｘ2本です。</p><p>ヘルシーな朝食です。</p><h4>ヨーグルト加糖</h4><ul><li>種類別：発酵乳&nbsp; 無脂乳固形分 : 15.5％乳脂肪分：0.2％</li><li>原材料名:乳製品(乳成分を含む、国内製造)</li><li>内容量：113g</li><li>保存方法:要冷蔵(10℃以下)</li><li>栄養成分表示1カップ(113g)あたり：エネルギー 71kcal、たんぱく質12g、脂質0g、炭水化物5.2g、一糖類3.8g、食塩相当量0.1g、カルシウム 135㎎</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///朝食","","A","45","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=145","https://ec-glocal.biz/images/thumbnails/250/166/detailed/9/0Set1_8kxl-87.jpg.jpg","https://ec-glocal.biz/images/detailed/9/0Set1_8kxl-87.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1C6","ja","144","GLOCAL便///湘南サテライト///スープ・サラダセット","622.00","622.00","0.000","30","","0.00","09 Feb 2022 00:00:00","N","","N","B","N","","","exim/backup/images/0Set1_don8-kw.jpg#{[ja]:;}","ヨーグルトセット加糖 (2人前)","<p>セット内容はダノンoikos脂肪０プレーン加糖ｘ2個、プレミアムバナナｘ2本です。</p><p>ヘルシーな朝食です。</p><h4>ヨーグルト加糖</h4><ul><li>種類別：発酵乳&nbsp; 無脂乳固形分 : 12.5％乳脂肪分：0.2％</li><li>原材料名:乳製品(国内製造)、砂糖/増粘剤(加工でんぷん、増粘多種類)、酸味料、クエン酸カルシウム、(一部に乳成分を含む)</li><li>内容量：113g</li><li>保存方法:要冷蔵（10℃以下）</li><li>栄養成分表示1カップ(113g)あたり：エネルギー92kcal、たんぱく質10.1g、脂質0g、炭水化物12.3g、食塩相当量0.1g、カルシウム119㎎&nbsp;</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///朝食","","A","39","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=144","https://ec-glocal.biz/images/thumbnails/250/166/detailed/9/0Set1_don8-kw.jpg.jpg","https://ec-glocal.biz/images/detailed/9/0Set1_don8-kw.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1EA2","ja","143","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","429.00","429.00","0.000","30","","0.00","11 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/B-Orange_marmalade1_onv5-0x.jpg#{[ja]:;}","マーマレードジャム (スズキヤオリジナル)","<p>糖度を4０%以下におさえ仕上げているため、果実本来の風味と食感が楽しめます。</p><p>マーマレード特有の酸味、渋味を抑えた爽やかな味です。</p><ul><li>品名：マーマレード</li><li>原材料名：砂糖（北海道製造）、オレンジ外皮/酸味料、ゲル化剤（ペクチン）</li><li>栄養成分表示（100g中・推定値）エネルギー170kcal、タンパク質0.5g、脂質0.1g、炭水化物43.3g、食塩相当量0g</li><li>内容量：220g</li></ul><p>使用上の注意</p><p>開封後は品質劣化やカビの生える恐れがありますので、冷蔵庫（10℃以下）に必ず保管し、清潔なスプーン等を使ってお早めにお召し上がりください。</p><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///SHOP///ススギヤ","","A","18","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=143","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/B-Orange_marmalade1_onv5-0x.jpg.jpg","https://ec-glocal.biz/images/detailed/8/B-Orange_marmalade1_onv5-0x.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1C1","ja","106","GLOCAL便///湘南サテライト///スープ・サラダセット","515.00","515.00","0.000","30","","0.00","14 Feb 2022 00:00:00","N","","N","","N","P","","exim/backup/images/コーンポタージュ　0.jpg#{[ja]:;}","スープセット CHAYA コーンポタージュ","<p>セット内容はCHAYA コーンポタージュ、パンセット（葉山ロール、バターロール）です。</p><p>葉山の老舗料亭「日影茶屋」が作る、動物性の材料を使わないヘルシーなコーンポタージュです。マクロビオティックの食の考え方を取り入れ、国産有機玄米をはじめ有機・特別栽培の野菜や豆、海藻類を活かしたお食事を提供しています。<br>身体にやさしいだけではなく、見た目にも楽しめるお料理をお届けします。</p><p>「コーンポタージュ160g」は、北海道産コーンを昆布だしと野菜のブイヨンをベースに煮込んだ、濃厚な味わいの粒入りポタージュに仕上げました。</p><h4>お召し上がり方</h4><p>・袋のまま熱湯の中に入れ、約5分間よく温めてください。<br>・電子レンジの場合、中身を耐熱容器に移し替えてラップをかけて温めてください。(500Wで 2分、600Wで1分30秒)</p><p>※この商品はレトルトパウチ食品です。(1人前)<br>※開封時に手をきらないようご注意ください。<br>※加熱後に開封して皿に移すときは、中身が熱くなっていますので十分にご注意ください。<br>※ラップを取る際には、熱くなった具やソースがはねることがありますのでご注意ください。<br>※開封後は、即日お召し上がりください。</p><h4>コーンポタージュ</h4><ul><li>原材料名：昆布だし、野菜(とうもろこし、玉ねぎ)、スイートコーンパウダー、菜種油、馬鈴薯でん粉、野菜ブイヨン、食塩、にんにくペースト</li><li>栄養成分表示(1袋(160g)あたり)：エネルギー64kcal、たんぱく質2.1g、脂質2.1g、炭水化物9.1g、ナトリウム291mg、ショ糖4.7g</li><li>内容量：160g／1袋</li><li>※保存料を使用しておりませんので、開封後は早めにお召し上がりください。</li><li>原材料に含まれるアレルギー物質：なし</li><li>コンタミ：卵、乳、小麦、そば、落花生、えび、かに、いか、オレンジ、牛肉、くるみ、さば、大豆、鶏肉、豚 肉、バナナ、もも、やまいも、りんご、ゼラチン、ごま、カシューナッツを含む製品と共通設備で製造 しております。</li></ul><h3></h3><h3>パンセット</h3><h4>葉山口ールパン</h4><ul><li>原材料名：小麦粉(国内製造)、ショートニング、砂糖、乳等を 主要原料とする食品、食塩、パン酵母、(一部に小麦 ・乳成分を含む)(本品は同じ設備で、卵を含む製品 を製造しています)</li><li>栄養成分表示: 1個あたり (推定値) 熱量 127kcal、たんぱく質 2.5g、脂質 2.1g、炭水化物23.3g、食塩相当量0.6g&nbsp;</li></ul><h4>バター 口ール</h4><ul><li>原材料名：小麦粉(国内製造)、バター入りマーガリン、砂糖、 卵、パン酵母、乳等を主要原料とする食品、ショート ニング、食塩、小麦たんぱく、大豆粉/乳化剤、香料 、V.C、酵素、(一部に小麦・卵・乳成分・大豆を 含む)</li><li>栄養成分表示: 1個あたり (推定値) 熱量 108kcal、たんぱく質 3.3g、脂質 3.2g、炭水化物 16.5g、食塩相当量0.4g&nbsp;</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p>","","","","","","","","GLOCAL便///タグ///カテゴリー///朝食; GLOCAL便///タグ///カテゴリー///マクロビ; GLOCAL便///タグ///SHOP///日影茶屋","","A","71","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=106","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/%E3%82%B3%E3%83%BC%E3%83%B3%E3%83%9D%E3%82%BF%E3%83%BC%E3%82%B8%E3%83%A5%E3%80%800.jpg.jpg","https://ec-glocal.biz/images/detailed/8/コーンポタージュ　0.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1D1","ja","107","GLOCAL便///湘南サテライト///乾杯おつまみセット","2361.00","2361.00","0.000","30","","0.00","06 Feb 2022 00:00:00","N","","N","B","N","P","","exim/backup/images/1プロシュート、コッパ、サラミアソート.jpg#{[ja]:;}","アンティパストセット（2人前）","<p>セット内容：プロシュート、コッパ、サラミアソート100gとアソートチーズ、オリーブカクテル（タントテンポ）です。</p><p>☆イタリアングルメ詰合せ 生ハム＆サラミセット<br>・本場イタリア、パルマ産 生ハム・コッパ・サラミをパックにした！<br>・濃厚で舌触りがよいパルマハムは世界に名の通った逸品です。</p><p>☆モッツァレラやゴーダ、チェダーなど11種類のチーズの味の違いが楽しめるアソートパックです。<br>スモークチーズとコルビージャックは2個ずつ入っています。個包装1口サイズなのでおつまみやおやつにもぴったり。<br>・ナチュラルチーズ（パルメザン、ゴーダ、ゴーダハーブ、レッドチェダー、ステッペン、<br>マリボー、サムソー、モッツァレラ、コルビージャック、ミモレット）<br>・プロセスチーズ（スモークプレーン）</p><p>☆種を抜いたグリーンオリーブに赤ピーマンのペーストを詰めています。そのままお皿に盛り付けてオードブルに。<br>詰め物をしていないタイプのブラックオリーブやグリーンオリーブ、アンチョビオリーブなどと合わせてカクテルオリーブにするのもおすすめです。</p><p><br></p><h4>生ハム＆サラミ詰合わせ ×1袋 (100g)</h4><ul><li>原材料：プロシュート：豚もも肉、食塩、ミラノサラミ：豚肉、食塩、糖類(しょ糖、ぶどう糖)、香辛料、ワイン、酸化防止剤(ビタミンC)、発色剤(亜硝酸Na、硝酸K )</li><li>コッパ：豚肩肉、食塩、香辛料、ぶどう糖、酸化防止剤(ビタミンC)、発色剤(亜硝酸Na)</li><li>内容量：100g</li><li>保存方法：10℃以下で保存して下さい。</li><li>原産国：イタリア</li><li>輸入元：(株) 共同インターナショナルKD</li><li>チーズ</li></ul><ul><li>原材料：【パルメザン（ニュージーランド）】生乳、食塩 【ゴーダ（オランダ）】生乳、食塩 【ゴーダハーブ（オランダ）】生乳、食塩、香草 【レッドチェダー（アメリカ）】生乳、食塩／アナトー色素 【ステッペン（ドイツ）】生乳、食塩 【マリボー（デンマーク）】生乳、食塩 【サムソー（デンマーク）】生乳、食塩 【モッツァレラ（デンマーク）】生乳、食塩 【スモークプレーン（オランダ）】ナチュラルチーズ、バター、食塩／乳化剤、アナトー色素 【コルビージャック（アメリカ）】生乳、食塩／アナトー色素 【ミモレット（オランダ）】生乳、食塩／カロチノイド色素</li></ul><p><br></p><h3>オリーブカクテル</h3><ul><li>原材料：オリーブ、ドライトマト、オリーブ油酢、赤ピーマン酢演け、松の実にんにく、&nbsp;&nbsp;&nbsp; ハーブミックス</li><li>保存方法 : 冷蔵保存</li><li>栄養成分表示(100g) あたり : エネルギー226.2kcal, たんぱく質1.3g, 脂質22.0g, 炭水化物 6.3g, 食塩相当量 1.4g</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///おつまみ","","A","30","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=107","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/1%E3%83%97%E3%83%AD%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%88%E3%80%81%E3%82%B3%E3%83%83%E3%83%91%E3%80%81%E3%82%B5%E3%83%A9%E3%83%9F%E3%82%A2%E3%82%BD%E3%83%BC%E3%83%88.jpg.jpg","https://ec-glocal.biz/images/detailed/8/1プロシュート、コッパ、サラミアソート.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
