Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Date added,Downloadable,Files,Ship downloadable,Inventory tracking,Free shipping,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Short description,Status,Popularity,Max quantity,Quantity step,List qty count,Out of stock actions,Promo text,Product URL,Image URL,Detailed image URL,Items in box,Box size,Usergroup IDs,Available since,Product availability,Options type,Exceptions type,Store,Attachments,Variation group code,Variation group id,Variation parent product id,Variation sub group id,Variation set as default,Discussion
"S1EA4","ja","133","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","600.00","600.00","0.000","30","","0.00","09 Jan 2022 00:00:00","N","","N","","N","P","","exim/backup/images/B-アカモク1_cylb-bp.jpg#{[ja]:;}","TAC21あかもく酢","<p>あかもく酢 120ml TAC21は、逗子小坪産の海藻「あかもく」をりんご酢に漬け込んだ、さわやかな風味のお酢です<br></p><p>ツンとくる刺激が少なく、フルーティーな酸味がさわやかな国産のりんご酢に、逗子小坪産のあかもくを漬け込みました。<br>調理酢としてお使いいただける他、炭酸で割って、ほんのりと磯の香りがする新感覚のサワードリンクとしてお楽しみいただけます。</p><p>・TAC21お酢シリーズの特徴<br>健康維持、伝統的な食文化の継承、美味しく楽しい食事、という多角的観点から、TAC21では「お酢商品」のバリエーションを多数取り揃えております。<br>調味料として普段使いするお酢の他に、料理にかけて風味を加えるもの、サワードリンクとして水や炭酸で割って飲むもの、などアイディア次第で色々と楽しんでいただけます。</p><p>昔ながらの樽(桶)仕込みによる静置醗酵を行い、長期熟成により時間と手間を費やした伝統的な醸造方法で作られた酢です。原料にもこだわり、その殆どの主原料を契約栽培農家より仕入れております。</p><ul><li>原材料名：りんご酢、あかもく(神奈川県逗子市)、がごめ昆布(北海道)、真昆布(北海道)</li><li>メーカー或いは販売者：TAC21</li><li>内容量：120ml</li><li>製造国：日本</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///あかもく","","A","24","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=133","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/B-%E3%82%A2%E3%82%AB%E3%83%A2%E3%82%AF1_cylb-bp.jpg.jpg","https://ec-glocal.biz/images/detailed/8/B-アカモク1_cylb-bp.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1EA5","ja","134","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","600.00","600.00","0.000","31","","0.00","08 Jan 2022 00:00:00","N","","N","","N","P","","exim/backup/images/C-アカモク1.jpg#{[ja]:;}","TAC21あかもくポン酢","<p>湘南逗子の小さな漁港小坪産の「あかもく」と北海道産の昆布を柿酢と本醸造醤油に漬け込んだポン酢です。</p><p>「あかもく」は海藻の一種で、地方により「ぎばさ（ギバサ）」など別の呼び名がありますが、現代人にうれしいフコイダン（免疫力強化）、フコキサンチン（脂肪燃焼、糖尿病予防）をはじめ、ポリフェノール、ミネラル、ビタミンＫといった優れた栄養素を豊富に含むことで、近年非常に注目されるようになりました。</p><p>ぽん酢ならではのさわやかさに、海藻の旨みと磯の香りが加わったこだわりの調味料です。沈殿物は海藻ですので、よく振ってそのままご使用ください。</p><p><br>■お召し上がり方 </p><p>焼肉、焼魚、野菜料理、豆腐などにかけたり、鍋物やしゃぶしゃぶのつけだれとして、サラダドレッシングなどにご利用ください。</p><ul><li>内容量：120ml</li><li>原材料名：柿酢、海藻（あかもく、がごめ昆布、真昆布、利尻昆布）、醤油（本醸造）（大豆、小麦を含む）、砂糖（粗糖）（種子島）、鰹節、煮干し、酒、醗酵調味料、食塩（天日塩）</li><li>原産国：国産 逗子小坪産</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///あかもく","","A","73","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=134","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/C-%E3%82%A2%E3%82%AB%E3%83%A2%E3%82%AF1.jpg.jpg","https://ec-glocal.biz/images/detailed/8/C-アカモク1.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1EA6","ja","135","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","432.00","432.00","0.000","30","","0.00","07 Jan 2022 00:00:00","N","","N","","N","P","","exim/backup/images/D-アカモク1_fxjz-s7.jpg#{[ja]:;}","TAC21あかもく昆布塩","<p>海水塩をベースにあかもくと真昆布を合せた44.7％減塩の調味塩です。 つけ塩や普段のお料理に。</p><p>「あかもく」は海藻の一種で、地方により「ぎばさ（ギバサ）」など別の呼び名がありますが、現代人にうれしいフコイダン、フコキサンチンをはじめ、ポリフェノール、ミネラル、ビタミンＫといった優れた栄養素を豊富に含むことで、近年非常に注目されるようになりました。</p><p>海流が交わり、潮の流れが速いため、キレイな海で知られる男鹿半島で、平釜式低温蒸散法で時間をかけて丁寧に作られた海水塩をベースとして、逗子小坪漁港の漁師さんが朝獲りし、山の上にある清浄な空気の自社で２日間かけて天日干し後、粉砕したあかもくパウダーに、北海道道南産の肉厚で旨みのある真昆布パウダーの三種を丁寧にブレンドして、コク、旨みのある調味塩に仕上げました。</p><p>通常の塩に比べて４４．７％の減塩ですので、塩分の気になる方にも最適です。 化学合成成分は加えておりません。</p><h4>お召し上がり方</h4><p> おにぎりやゆで卵、てんぷらなどの付け塩や野菜炒め、チャーハンなどあらゆる料理にお使いいただけます。</p><ul><li>原材料名 塩、あかもく、真昆布</li><li>原産国 国産 逗子小坪産</li><li>内容量：20g</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p><p><br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///あかもく","","A","21","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=135","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/D-%E3%82%A2%E3%82%AB%E3%83%A2%E3%82%AF1_fxjz-s7.jpg.jpg","https://ec-glocal.biz/images/detailed/8/D-アカモク1_fxjz-s7.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1EA8","ja","136","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","600.00","600.00","0.000","30","","0.00","05 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/F-アカモク1_p07u-3v.jpg#{[ja]:;}","TAC21天日干しあかもく","<p>神奈川県逗子の豊かな海に囲まれた小さな漁港で獲れた新鮮な「あかもく」を、小高い丘の上の空気のよい環境で天日干しにしました。</p><p>「あかもく」は海藻の一種で、地方により「ぎばさ」など別の呼び名がありますが、現代人にうれしいフコイダン（免疫力強化）、フコキサンチン（脂肪燃焼、糖尿病予防）をはじめ、ポリフェノール、ミネラル、ビタミンＫといった優れた栄養素を豊富に含むことで、近年非常に注目されるようになりました。</p><p>地域活性化に一役買う産物として、さまざまなレシピが誕生していますが、定番はみそ汁や酢醤油であえた酢のもの、削り節をまぜたあえもの。そのほか炒めものやサラダの具材として、山芋や生玉子といっしょにごはんにかけた「あかもくどんぶり」もおすすめの食べ方です。</p><h4>お召し上がり方</h4><p>1）10～20分水で戻します。<br>2）水を切り、湯通しするときれいな緑色が現われます。<br>3）ザクザク切るとシャキシャキの食感。細かく刻むと海藻ならではの「ぬめり」がよく出ます。</p><ul><li>原材料： あかもく</li><li>内容量： 20g</li><li>保存法： 直射日光、高温多湿を避けて保存してください。</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p>","","","","","","","","GLOCAL便///タグ///カテゴリー///あかもく","","A","39","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=136","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/F-%E3%82%A2%E3%82%AB%E3%83%A2%E3%82%AF1_p07u-3v.jpg.jpg","https://ec-glocal.biz/images/detailed/8/F-アカモク1_p07u-3v.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1EA7","ja","137","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","1139.00","1139.00","0.000","30","","0.00","06 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/E-アカモク1_lwre-ps.jpg#{[ja]:;}","TAC21逗子産あかもく入りスパイシーオイル","<p>湘南スパイシーオイルは、アカモクの旨み、唐辛子の辛味、ニンニクの香りがエキストラバージンオリーブオイルに、溶け込んだ、海塩とスパイスの味がマッチしたコクある風味のよいオイルです。</p><p>エキストラバージンオリーブオイル：オーストラリアで6.189ヘクタールのオリーブオイル園を所有するバウンダリーベンド社の最高級エキストラバージンオリーブオイルを使用。<br>アカモク：神奈川県産小坪漁港の漁師さんが獲ってきたアカモクを釜揚げし、自社の庭で２日間天日干しして使用。フコキサンチンやフコイダン、カリウム、カルシウム、αリノレン酸、食物繊維、旨み成分のグルタミン酸が豊富なスーパー海藻。<br>唐辛子：神奈川県津久井で農薬や化学肥料を使わずに育て、自社の日の当たらない屋外で自然乾燥。<br>海塩：青森県産ニンニクは皮を剥き、すぐに使用。<br>真昆布：北海道函館産の真昆布を使用。<br>はちみつ：神奈川県逗子産の日本蜜蜂のはちみつを使用。<br>スパイス：クミン、ブラックペッパー、ホワイトペッパー、タイム、オレガノ、カルダモン、ターメリック、コリアンダー、シナモンなど９種の挽きたてスパイスを使用。<br>お召上がり方<br>お刺身やカルパッチョ、焼魚、肉料理、パスタなど各種料理にかけてお使いください。ピリッとししてスパイシーな風味が料理の味を引きたてます。<br>大人気の「あかもく醤油」との相性もピッタリです。是非、組み合わせてお使いください。</p><ul><li>原材料 ：食用オリーブ（EXバージンオイル）、ニンニク（青森）、アカモク（逗子）、昆布（北海道）、唐辛子（神奈川）、海塩（秋田）、蜂蜜（逗子）、クミン、ブラックペッパー、ホワイトペッパー、タイム、オレガノ、カルダモン、ターメリック、コリアンダー、シナモン</li><li>開封後は冷蔵庫に入れ、お早めにお召し上がりください。</li><li>アカモク、スパイス、蜂蜜などの由来成分が沈殿または分離する事がありますが、いずれも品質上の問題はありませんので、軽く振ってご使用ください。</li><li>蜂蜜は微量ですが、１歳未満の乳児はご使用をお控えください。</li><li>アカモクはえび、かにが混ざる漁法で採取しています。</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///あかもく","","A","18","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=137","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/E-%E3%82%A2%E3%82%AB%E3%83%A2%E3%82%AF1_lwre-ps.jpg.jpg","https://ec-glocal.biz/images/detailed/8/E-アカモク1_lwre-ps.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1E6","ja","138","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","734.00","734.00","0.000","29","","0.00","16 Jan 2022 00:00:00","N","","N","","N","P","","exim/backup/images/A-Strawberry_Jam1_32sr-12.jpg#{[ja]:;}","国産いちごのジャム（添加物不使用） (スズキヤオリジナル)","<p>国産の「いちご」を使用し、添加物不使用で仕上げたこだわりのジャムです。まさに「フルーツ」そのもの。自然の生んだ甘みと酸味を是非！！</p><ul><li>名称：イチゴジャム（プレザーブスタイル）</li><li>原材料名：イチゴ（国産）、砂糖、レモン果汁</li><li>栄養成分表示（100g中・推定値）エネルギー155kcal,タンパク質0.8g、脂質0.0g、炭水化物38.0g、食塩相当量0.1g内容量：250g</li></ul><p>使用上の注意。</p><p>開封後は品質劣化やカビの生える恐れがありますので、冷蔵庫（10℃以下）に必ず保管し、清潔なスプーン等を使ってお早めにお召し上がりください。</p><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///SHOP///ススギヤ; GLOCAL便///タグ///カテゴリー///添加物不使用","","A","30","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=138","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/A-Strawberry_Jam1_32sr-12.jpg.jpg","https://ec-glocal.biz/images/detailed/8/A-Strawberry_Jam1_32sr-12.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1E7","ja","139","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","626.00","626.00","0.000","30","","0.00","15 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/A-Apple_Jam1_bb9r-ll.jpg#{[ja]:;}","長野県産りんごジャム（添加物不使用） (スズキヤオリジナル)","<p>長野産の「リンゴ」を使用し、添加物不使用で仕上げたこだわりのジャムです。</p><p>まさに「フルーツ」そのもの。自然の生んだ甘みと酸味を是非！！</p><ul><li>名称：リンゴジャム（プレザーブスタイル）</li><li>原材料名：リンゴ（長野県産）砂糖、レモン果汁</li><li>栄養成分表示（100g中・推定値）エネルギー161kcall、タンパク質0.2g、脂質0.0g、炭水化物40.0g、食塩相当量0.0g　内容量:250g</li></ul><p>使用上の注意</p><p>開封後は品質劣化やカビの生える恐れがありますので、冷蔵庫（10℃以下）に必ず保管し、清潔なスプーン等を使ってお早めにお召し上がりください。</p><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///SHOP///ススギヤ; GLOCAL便///タグ///カテゴリー///添加物不使用","","A","12","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=139","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/A-Apple_Jam1_bb9r-ll.jpg.jpg","https://ec-glocal.biz/images/detailed/8/A-Apple_Jam1_bb9r-ll.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1E8","ja","140","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","1274.00","1274.00","0.000","30","","0.00","14 Jan 2022 00:00:00","N","","N","","N","P","","exim/backup/images/B-NUTS_HONEY1_pyz2-a8.jpg#{[ja]:;}","ナッツ＆ハニー (スズキヤオリジナル)","<p>栄養価の高いナッツ5種類をハチミツ漬にしました。</p><p>ヨーグルトはもちろん、トーストやシリアル、パンケーキにもおすすめです！</p><ul><li>名称：ナッツハチミツ漬</li><li>原材料名：ハチミツ（アルゼンチン産）、アーモンド、クルミ、ヘーゼルナッツ、カシューナッツ、カボチャ種</li><li>内容量：230g</li><li>栄養成分表示（100g中・推定値）エネルギー442kcal、タンパク質6.3g、脂質20.5g、炭水化物57.9g、食品相当量0.05g</li></ul><p>使用上の注意</p><p>1歳未満のお子様には与えないでください。</p><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///SHOP///ススギヤ","","A","18","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=140","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/B-NUTS_HONEY1_pyz2-a8.jpg.jpg","https://ec-glocal.biz/images/detailed/8/B-NUTS_HONEY1_pyz2-a8.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1E9","ja","141","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","429.00","429.00","0.000","30","","0.00","13 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/B-Strawberry_Jam1_pszx-ay.jpg#{[ja]:;}","いちごジャム (スズキヤオリジナル)","<p>糖度を4０%以下におさえ仕上げているため、果実本来の風味と食感が楽しめます。</p><p>素材のおいしさにこだわり、いちごがゴロゴロとそのまま入っているので、爽やかないちご本来の味と食感が楽しめます。</p><p>パンはもちろん、ヨーグルトのトッピングにもおすすめです。</p><ul><li>品名：いちごジャム</li><li>原材料名：苺（メキシコ産）、砂糖、/酸味料、ゲル化剤（ペクチン）</li><li>内容量：220g</li><li>栄養成分表示（100g中・推定値）エネルギー154kcal、タンパク質0.6g脂質0.1g、炭水化物39.5g</li><li>使用上の注意</li></ul><p>開封後は品質劣化やカビの生える恐れがありますので、冷蔵庫（10℃以下）に必ず保管し、清潔なスプーン等を使ってお早めにお召し上がりください。</p><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///SHOP///ススギヤ","","A","30","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=141","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/B-Strawberry_Jam1_pszx-ay.jpg.jpg","https://ec-glocal.biz/images/detailed/8/B-Strawberry_Jam1_pszx-ay.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1EA1","ja","142","GLOCAL便///湘南サテライト///お取り寄せ品、お土産品","537.00","537.00","0.000","30","","0.00","12 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/B-Blueberry_Jam1_9voy-62.jpg#{[ja]:;}","ブルーベリージャム (スズキヤオリジナル)","<p>糖度を42%以下におさえ仕上げているため、果実本来の風味と食感が楽しめます。</p><p>果実の実をつぶさぬように丁寧に瓶詰めしていますので、ブルーベリー本来の食感が楽しめます。パンはもちろんヨーグルトにもお勧めです。またクリームチーズなどとあわせて食べても美味しくいただけます。</p><ul><li>名称：ブルーベリージャム</li><li>原材料名：ブルーベリー（カナダ産）、砂糖、/酸味料、ゲル化剤（ペクチン）</li><li>内容量：220ｇ</li><li>栄養成分表示（100g中・推定値）エネルギー：156kcal、タンパク質0.3g、脂質0.1g、炭水化物40.4g食塩相当量0g</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。</p><p><br></p>","","","","","","","","GLOCAL便///タグ///SHOP///ススギヤ","","A","21","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=142","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/B-Blueberry_Jam1_9voy-62.jpg.jpg","https://ec-glocal.biz/images/detailed/8/B-Blueberry_Jam1_9voy-62.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
"S1D7","ja","112","GLOCAL便///湘南サテライト///乾杯おつまみセット","369.00","369.00","0.000","30","","0.00","31 Jan 2022 00:00:00","N","","N","","N","","","exim/backup/images/4ビーチＦＭ　789ビール　瓶.jpg#{[ja]:;}","ビーチＦＭ789ビールピルスナー","<p>製造は日本の地ビール第1号 エチゴビール。ラジオ局プロデュースの湘南ビーチＦＭビール789です。</p><p>色はゴールド、麦芽のコクとホップのさわやかな香りが特徴です。</p><ul><li>原材料:大麦麦芽･ホップ／アルコール分:5％</li><li>内容量:330ml</li></ul>","","","","","","","","GLOCAL便///タグ///カテゴリー///飲み物","","A","24","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=112","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/4%E3%83%93%E3%83%BC%E3%83%81%EF%BC%A6%EF%BC%AD%E3%80%80789%E3%83%93%E3%83%BC%E3%83%AB%E3%80%80%E7%93%B6.jpg.jpg","https://ec-glocal.biz/images/detailed/8/4ビーチＦＭ　789ビール　瓶.jpg","min:0;max:0","length:0;width:0;height:0","0","","in stock","","","グローカル便","","","","","","","D"
"S1D3","ja","111","GLOCAL便///湘南サテライト///乾杯おつまみセット","1328.00","1328.00","0.000","29","","0.00","04 Feb 2022 00:00:00","N","","N","","N","P","","exim/backup/images/0シーフードアヒージョセット.JPG#{[ja]:;}","アヒージョ セット（2人前）","<p>セット内容：シーフードアヒージョセット2人前、葉山バケットです。</p><p>☆要確認海鮮アヒージョ＆パンセット。鮭。帆立。嬉しいパン付き。簡単レンチンで出来立ての美味しさ。<br>時短。冷凍。お取り寄せグルメ。簡単おつまみ。贈り物。北海道の海鮮素材「鮭」「帆立」をオリーブオイルにニンニクを効かせて仕上げた海鮮アヒージョ。パンを魚介の旨みが溶け込んだオリーブオイルにつけてお召し上がりください。冷凍のまま電子レンジで加熱するだけの簡単調理で、あつあつで作りたての美味しさがお楽しみいただけます。</p><h4>シーフードアヒージョ</h4><ul><li>原材料：蒸し蛸、悲し帆立、むきえび、紋甲いか、たれ、パブリカ、ハセリ/周味料(アミノ酸等)、甘味料(ソルビット)、pH調整剤、明撃、酸化防止剤(エリソルビン酸Na、亞硫酸塩)、(一部にえび・いかを含む)</li><li>栄養成分表示100g当(推定) : 熱量166kcal、たんばく質15.2g、脂質10.3g、炭水化物27g、食塩相当量1.4g</li></ul><p><br></p><h4>葉山ブレッド</h4><ul><li>原材料：小麦粉(国内製造)、食塩、発酵小麦粉、パン酵母/ 乳化剤、V.C、酵素、(一部に小麦・大豆を含む) (本品は同じ設備で、卵、乳を含む製品を製造してい ます。)</li><li>栄養成分表示100gあたり (推定値):&nbsp;熱量 216kcal、たんぱく質6.6g、脂質1.0g、炭水化物42.6g、食塩相当量1.1g</li></ul><hr><p><b>ご注意（免責）＞ 必ずお読み下さい</b><br></p><p>グローカル便では正しい商品情報をお届けするようつとめておりますが、メーカーが告知なしに成分を変更することがごくまれにあります。したがって実際お届けの商品とサイト上の表記が異なる場合がありますので、ご使用前には必ずお届けの商品ラベルや注意書きをご確認ください。また、野菜や果物などの生鮮食品においては、季節や生産状況により原産地が変更される場合があります。実際にお届けする商品とパッケージ等が異なる場合がございますので、あらかじめご了承ください。野菜、果物、肉、魚などの生鮮食品については、ご購入後はお早めにお召し上がり下さい。<br></p><p><br></p>","","","","","","","","GLOCAL便///タグ///カテゴリー///魚介; GLOCAL便///タグ///カテゴリー///おつまみ","","A","76","","","","N","","https://ec-glocal.biz/index.php?dispatch=products.view&product_id=111","https://ec-glocal.biz/images/thumbnails/250/166/detailed/8/0%E3%82%B7%E3%83%BC%E3%83%95%E3%83%BC%E3%83%89%E3%82%A2%E3%83%92%E3%83%BC%E3%82%B8%E3%83%A7%E3%82%BB%E3%83%83%E3%83%88.JPG.jpg","https://ec-glocal.biz/images/detailed/8/0シーフードアヒージョセット.JPG","min:0;max:0","length:0;width:0;height:0","0","","in stock","","A","グローカル便","","","","","","","D"
